CDS_Id,n,mean,std,min,p01,p05,p95,p99,max,skew,excess_kurtosis,Name
49.0,2166.0,0.0007174328706379451,0.03474551189838623,-0.18181818181818177,-0.0861041068711797,-0.04868790627148811,0.05706134094151216,0.10808195414532941,0.38888888888888884,1.486436282873886,14.247739507790968,Bouygues
52.0,2166.0,0.0008170935987319197,0.03502135469365314,-0.19999999999999996,-0.10039689759502966,-0.04676586190044818,0.05738847694672544,0.11111111111111116,0.3181818181818181,0.58675390686801,9.361138858757354,BAE Systems
54.0,2166.0,0.0007997859672616786,0.03349231209182261,-0.2374331550802139,-0.08531914893617024,-0.04632110212551477,0.05270213066177498,0.11232638888888857,0.2441769170374246,0.584958912031539,6.977451522854306,BT Group
55.0,2166.0,0.0008804989999104787,0.03552572969240099,-0.2926636171710064,-0.08732229505405628,-0.04761904761904767,0.05280843237125071,0.125,0.46759174730691977,1.52850956194375,21.73593244129788,BSkyB
57.0,2182.0,0.00041369794790519285,0.03835768531366362,-0.4641012396694215,-0.10683401118454497,-0.05084605597964377,0.05454545454545445,0.13025065963060695,0.4545454545454548,0.47704506412413616,24.88032449452058,Cadbury Schweppes
59.0,2166.0,0.0022941051786796248,0.07857738386452473,-0.28866572519483236,-0.09935643564356433,-0.04255319148936165,0.04516304057780224,0.13400744145327181,3.2857142857142856,33.78615460508752,1409.965856461714,Carlton Communications
60.0,2166.0,0.0010701447075703633,0.03737856411082263,-0.17353308364544306,-0.09981481481481481,-0.05305426094142476,0.06408204471584755,0.12408707865168532,0.24137931034482762,0.7026866915618012,4.662443070551014,Carrefour
61.0,2166.0,0.001316195693683227,0.038443057904710184,-0.2602076124567474,-0.09942917947145875,-0.054651988636363724,0.06479273935347057,0.1228047784357764,0.23503502809183607,0.552585204615823,5.374007244931686,Casino
67.0,2166.0,0.000624742142520375,0.03576962934220285,-0.1966081640702031,-0.09643351800554015,-0.053049346568592476,0.05452935786632318,0.12125435540069673,0.28333333333333344,1.0716960234827329,9.969450202551636,Compass Group
68.0,2166.0,0.0006398250406051528,0.037516658922178245,-0.20046174667622008,-0.09905202995664171,-0.05634808815023218,0.061802711481429184,0.10879702775719312,0.244,0.37197382696393183,4.474555712642225,Continental
70.0,2166.0,0.0011320299101765848,0.04315133573835474,-0.2831541218637993,-0.10284107751895058,-0.06086551552574637,0.06751398940486247,0.13006775832862785,0.45504322766570593,1.0189264947442285,10.578409536988946,Daimler
71.0,2163.0,0.0006444562449355254,0.036099076168114815,-0.24778761061946908,-0.10097435897435894,-0.04983388704318936,0.05882352941176472,0.11696939586645476,0.3999999999999999,0.9495319607866513,12.923420971157377,Danone
72.0,2166.0,0.00042046261565114175,0.0312548325662797,-0.2826333711691259,-0.09109090909090911,-0.037185599894564714,0.045454545454545414,0.10120689655172388,0.3152709359605912,0.14976212608819164,20.215462486584922,Degussa
